transaction_id,timestamp,sender_account,receiver_account,amount,transaction_type,merchant_category,location,device_used,is_fraud,fraud_type,time_since_last_transaction,spending_deviation_score,velocity_score,geo_anomaly_score,payment_channel,ip_address,device_hash
T100896,2023-10-25T15:55:58.487082,ACC534344,ACC596159,2017.75,deposit,restaurant,Toronto,mobile,False,,,0.18,16,0.93,wire_transfer,202.109.207.220,D4944513
T100897,2023-04-16T08:27:21.957667,ACC943610,ACC272904,41.0,transfer,entertainment,Toronto,pos,False,,,2.05,4,0.08,card,4.76.219.252,D2548789
T100898,2023-12-08T23:07:06.355837,ACC779445,ACC259265,1069.16,deposit,retail,Singapore,web,False,,,1.92,12,0.68,card,182.44.20.84,D6197034
T100899,2023-05-01T13:02:29.874859,ACC711176,ACC186345,888.92,deposit,retail,Berlin,web,False,,,2.13,16,0.11,UPI,149.36.145.70,D2089554
T100900,2023-06-19T02:04:05.979757,ACC265039,ACC774720,1293.87,deposit,other,Berlin,atm,False,,,-0.71,6,0.69,card,231.183.156.150,D7729241
T100901,2023-06-02T20:24:49.240257,ACC932839,ACC988272,23.63,transfer,restaurant,Berlin,web,False,,,0.56,5,0.7,UPI,18.40.30.60,D3477658
T100902,2023-02-09T21:13:42.854531,ACC232235,ACC256580,819.0,deposit,grocery,Toronto,atm,False,,,-0.21,4,0.93,ACH,154.107.242.17,D7110418
T100903,2023-02-27T09:12:40.255391,ACC461848,ACC169264,1449.83,deposit,retail,Sydney,pos,False,,,-1.05,16,0.46,ACH,203.165.230.68,D6484609
T100904,2023-09-30T22:39:49.704580,ACC542864,ACC790387,35.0,transfer,entertainment,New York,web,False,,,-1.0,11,0.15,wire_transfer,71.122.253.142,D4393282
T100905,2023-09-21T15:04:16.517600,ACC140316,ACC908305,315.25,deposit,restaurant,Toronto,atm,False,,,0.58,1,0.1,wire_transfer,103.108.75.170,D9472177
T100906,2023-04-11T07:23:14.155662,ACC654418,ACC719171,355.31,withdrawal,online,New York,pos,False,,,-1.63,2,0.28,wire_transfer,9.208.32.242,D8000211
T100907,2023-12-06T21:27:50.580535,ACC699678,ACC342163,34.55,transfer,utilities,Singapore,atm,False,,,-0.41,2,0.82,wire_transfer,130.202.135.2,D9904386
T100908,2023-03-25T22:58:28.571304,ACC961412,ACC571072,54.21,withdrawal,online,New York,pos,False,,,1.74,9,0.54,card,213.8.156.26,D9332162
T100909,2023-12-28T04:29:13.543130,ACC660033,ACC793411,4.25,transfer,travel,Berlin,pos,False,,,-0.46,6,0.55,wire_transfer,102.7.219.40,D6515926
T100910,2023-08-25T17:20:40.240129,ACC121695,ACC204291,116.21,withdrawal,grocery,Tokyo,atm,False,,,-1.88,7,0.73,wire_transfer,185.49.147.158,D2150745
T100911,2023-01-28T23:44:15.957523,ACC227339,ACC994467,870.95,deposit,utilities,London,atm,False,,,1.1,4,0.76,ACH,172.62.238.62,D9073898
T100912,2023-09-02T03:39:56.851315,ACC923653,ACC187312,22.32,transfer,travel,Toronto,web,False,,,0.44,9,0.73,UPI,44.32.83.74,D6739505
T100913,2023-03-01T10:34:36.839308,ACC660788,ACC303602,43.17,payment,restaurant,New York,atm,False,,,-1.18,14,0.1,UPI,206.108.85.97,D9110494
T100914,2023-10-11T06:32:21.159094,ACC831229,ACC170150,94.49,withdrawal,other,Singapore,pos,False,,,-0.42,2,0.04,wire_transfer,96.1.181.8,D7250140
T100915,2023-08-26T07:45:33.786586,ACC886151,ACC978202,1512.27,deposit,restaurant,Singapore,mobile,False,,,-0.52,4,0.59,ACH,59.69.242.253,D6716053
T100916,2023-02-13T18:02:12.028052,ACC924334,ACC975798,3.86,transfer,utilities,Sydney,pos,False,,,0.46,10,0.66,wire_transfer,70.132.194.78,D5708829
T100917,2023-05-05T14:53:05.526279,ACC178011,ACC656754,72.59,transfer,travel,Singapore,atm,False,,,0.11,14,0.02,wire_transfer,145.167.94.47,D3305604
T100918,2023-12-07T18:09:15.743156,ACC728669,ACC992935,1425.74,deposit,restaurant,London,mobile,False,,,0.1,4,0.18,wire_transfer,108.40.118.25,D5639150
T100919,2023-04-25T09:38:22.058116,ACC891507,ACC667600,832.66,deposit,grocery,Sydney,mobile,False,,,-0.87,2,0.31,UPI,215.47.170.137,D1873312
T100920,2023-02-20T02:10:14.563024,ACC716881,ACC104204,843.78,deposit,other,New York,pos,False,,,-0.39,6,0.59,wire_transfer,126.41.171.86,D4105952
T100921,2023-08-26T10:44:06.826470,ACC834734,ACC208919,486.74,deposit,other,Berlin,web,False,,,0.26,17,0.24,ACH,208.2.139.96,D9265342
T100922,2023-07-19T21:39:31.072665,ACC550597,ACC321257,22.51,payment,utilities,Sydney,atm,False,,,-1.1,19,0.29,ACH,127.63.215.130,D9349638
T100923,2023-01-01T15:43:30.440335,ACC525244,ACC719433,201.6,withdrawal,grocery,Tokyo,web,False,,,0.75,8,0.13,card,20.118.127.23,D2211302
T100924,2023-09-07T20:26:13.766874,ACC328731,ACC389982,1202.88,deposit,retail,Berlin,mobile,False,,,-0.78,15,0.14,card,63.188.166.210,D7353945
T100925,2023-08-30T14:23:49.897676,ACC388426,ACC564950,231.92,withdrawal,entertainment,Berlin,pos,False,,,0.47,7,0.87,wire_transfer,124.250.250.140,D8339206
T100926,2023-01-18T20:39:24.520253,ACC554341,ACC586101,562.01,withdrawal,retail,New York,pos,False,,,0.14,10,0.14,wire_transfer,143.90.218.7,D8939548
T100927,2023-10-15T10:41:24.559840,ACC168466,ACC714973,55.44,payment,restaurant,Sydney,web,False,,,0.46,7,0.69,UPI,141.244.199.138,D3692043
T100928,2023-06-25T21:52:06.663820,ACC239970,ACC117978,435.27,withdrawal,other,Dubai,web,False,,,1.23,17,0.25,ACH,50.139.158.206,D1340570
T100929,2023-01-24T02:35:51.721724,ACC352943,ACC396551,18.97,transfer,utilities,Tokyo,pos,False,,,1.02,5,0.96,card,167.214.174.0,D9070163
T100930,2023-03-12T17:21:05.920295,ACC868206,ACC421218,4.78,payment,grocery,Sydney,web,False,,,-1.23,19,0.56,UPI,49.194.241.100,D5108472
T100931,2023-04-29T22:30:14.001808,ACC474216,ACC594281,0.01,withdrawal,restaurant,Singapore,web,False,,,-2.23,18,0.02,UPI,39.52.70.118,D7890994
T100932,2023-11-13T12:59:29.870649,ACC589771,ACC532390,126.97,deposit,travel,Singapore,web,False,,,-0.05,4,0.04,ACH,5.209.61.143,D8547010
T100933,2023-11-23T01:34:47.908948,ACC457369,ACC348207,950.52,deposit,travel,Sydney,web,False,,,-0.7,16,0.69,card,85.3.250.110,D7909008
T100934,2023-11-21T01:13:19.470627,ACC193019,ACC628168,168.09,withdrawal,grocery,New York,pos,False,,,1.53,18,0.7,wire_transfer,13.49.10.140,D4230362
T100935,2023-03-05T00:19:03.685005,ACC345597,ACC873298,1381.06,deposit,entertainment,Berlin,web,False,,,-0.67,5,0.29,ACH,31.230.115.68,D1528329
T100936,2023-02-13T23:35:44.777517,ACC314081,ACC484452,33.04,transfer,online,Tokyo,mobile,False,,,-0.12,12,0.04,ACH,89.215.55.43,D3642987
T100937,2023-03-19T11:14:17.293046,ACC535214,ACC213707,25.46,payment,utilities,Tokyo,atm,False,,,0.02,15,0.16,wire_transfer,110.229.217.88,D8467132
T100938,2023-04-13T05:34:35.041807,ACC735732,ACC324549,1121.53,deposit,utilities,Dubai,atm,False,,,0.16,3,0.87,UPI,59.64.27.117,D9951364
T100939,2023-12-13T17:10:06.644999,ACC687270,ACC602605,28.27,payment,entertainment,New York,web,False,,,-1.11,5,0.24,ACH,25.37.123.42,D6689354
T100940,2023-07-11T17:39:52.692368,ACC372271,ACC373825,9.31,transfer,entertainment,Tokyo,mobile,False,,,-1.9,5,0.8,UPI,112.45.75.226,D2198484
T100941,2023-06-04T21:47:32.301280,ACC673284,ACC184050,34.3,transfer,other,Tokyo,atm,False,,,0.11,1,0.03,wire_transfer,5.13.12.15,D2403142
T100942,2023-04-29T16:04:13.065475,ACC947220,ACC767984,1116.69,deposit,travel,Berlin,pos,False,,,-1.97,12,0.06,card,13.76.180.160,D7359320
T100943,2023-09-04T00:17:03.063847,ACC776968,ACC403942,19.38,transfer,grocery,Tokyo,mobile,False,,,0.79,20,0.67,ACH,244.147.251.39,D3526267
T100944,2023-03-06T12:21:02.559486,ACC625772,ACC751852,1315.52,deposit,restaurant,Dubai,pos,False,,,-1.12,2,0.6,card,1.133.125.193,D6794047
T100945,2023-08-21T11:12:39.437856,ACC479025,ACC859063,22.95,transfer,entertainment,Dubai,pos,False,,,-0.05,8,0.41,card,137.116.164.189,D1822048
T100946,2023-05-14T21:00:18.799407,ACC923278,ACC704845,85.31,payment,retail,New York,pos,False,,,-0.62,20,0.86,card,235.181.8.94,D3110014
T100947,2023-01-24T21:08:49.847105,ACC940951,ACC149269,1022.66,deposit,online,Sydney,mobile,False,,,0.41,9,0.63,card,132.90.242.255,D5177784
T100948,2023-07-08T17:12:39.392439,ACC853067,ACC900957,443.45,withdrawal,travel,Dubai,atm,False,,,0.21,13,0.62,ACH,151.87.157.208,D5992676
T100949,2023-02-28T04:16:24.591439,ACC540191,ACC893226,311.05,withdrawal,restaurant,Dubai,web,False,,,0.3,10,0.96,card,128.42.236.20,D7546202
T100950,2023-04-18T06:38:16.107446,ACC508819,ACC264282,31.06,transfer,restaurant,Sydney,mobile,False,,,-0.59,12,0.34,ACH,95.150.98.11,D2419467
T100951,2023-06-21T20:43:43.548699,ACC531165,ACC930570,34.16,transfer,grocery,New York,web,False,,,0.41,12,0.24,card,91.141.169.68,D8812859
T100952,2023-08-12T14:26:03.454650,ACC164518,ACC806402,4.56,transfer,retail,Sydney,mobile,False,,,0.16,7,0.97,wire_transfer,181.99.131.161,D3049847
T100953,2023-05-25T08:44:49.951083,ACC945891,ACC248285,505.22,deposit,travel,London,pos,False,,,2.22,4,0.54,UPI,101.123.46.101,D9264138
T100954,2023-03-21T15:00:45.287169,ACC775312,ACC438711,158.89,withdrawal,retail,Dubai,mobile,False,,,2.15,20,0.76,card,254.167.199.48,D8746260
T100955,2023-12-18T05:04:54.643289,ACC916749,ACC679390,743.47,deposit,retail,Tokyo,web,False,,,-0.61,1,0.59,card,171.212.57.65,D9789075
T100956,2023-12-04T16:05:59.858544,ACC821836,ACC495618,81.03,transfer,other,Singapore,atm,False,,,0.6,14,0.92,wire_transfer,109.200.188.177,D3246910
T100957,2023-11-20T10:20:36.016298,ACC426346,ACC733016,1920.97,deposit,travel,Sydney,mobile,False,,,-1.21,8,0.23,wire_transfer,244.175.13.71,D7833008
T100958,2023-03-14T00:37:26.118695,ACC265337,ACC326057,312.99,withdrawal,travel,Berlin,pos,False,,,-0.53,3,0.26,wire_transfer,18.150.66.208,D1718961
T100959,2023-10-31T15:08:51.818680,ACC122286,ACC915811,40.78,transfer,utilities,Singapore,pos,False,,,0.9,14,0.97,UPI,23.49.59.65,D8155750
T100960,2023-10-12T19:29:14.071775,ACC144206,ACC302310,1319.44,deposit,utilities,Toronto,pos,False,,,0.32,1,0.39,UPI,233.37.164.108,D2676811
T100961,2023-12-15T00:24:41.143967,ACC366366,ACC457075,49.73,transfer,retail,Dubai,web,False,,,-0.29,19,0.11,UPI,248.217.73.107,D9799517
T100962,2023-10-31T19:59:23.531794,ACC886078,ACC142301,2259.78,deposit,utilities,Sydney,mobile,False,,,0.17,8,0.48,UPI,69.208.23.108,D4921631
T100963,2023-08-25T06:23:15.550960,ACC859019,ACC230167,1079.96,deposit,travel,Toronto,pos,False,,,-0.9,20,0.82,card,188.33.148.146,D4049729
T100964,2023-12-09T04:15:48.852311,ACC575118,ACC367642,348.63,withdrawal,online,Dubai,pos,False,,,0.69,20,0.75,wire_transfer,233.45.151.74,D9980249
T100965,2023-10-14T17:43:46.033466,ACC502756,ACC767709,135.69,withdrawal,entertainment,Toronto,mobile,False,,,-1.25,1,0.77,wire_transfer,158.99.89.97,D2817893
T100966,2023-03-09T19:12:08.181963,ACC408733,ACC918443,297.94,withdrawal,online,Dubai,mobile,False,,,-0.16,18,0.47,UPI,203.60.234.213,D1512046
T100967,2023-08-23T12:21:32.286368,ACC885673,ACC326394,7.12,transfer,utilities,Berlin,atm,False,,,-0.15,8,0.9,wire_transfer,70.8.145.1,D6782819
T100968,2023-12-18T06:46:47.677856,ACC223527,ACC249376,7.74,payment,restaurant,New York,web,False,,,-0.79,5,0.43,UPI,136.47.195.193,D6783398
T100969,2023-05-29T14:39:45.076311,ACC969494,ACC327155,687.14,deposit,other,Dubai,mobile,False,,,-0.51,7,0.81,ACH,160.172.61.128,D4221911
T100970,2023-10-12T04:26:06.149229,ACC667770,ACC256187,238.32,withdrawal,grocery,Sydney,mobile,False,,,0.3,8,0.0,card,222.200.199.32,D1925278
T100971,2023-02-13T03:01:38.505717,ACC628376,ACC311873,304.27,deposit,travel,Berlin,atm,False,,,-0.52,2,0.95,card,192.28.142.41,D5916304
T100972,2023-08-18T23:35:28.739938,ACC999507,ACC873566,16.71,transfer,retail,Singapore,pos,False,,,0.79,19,0.95,ACH,210.73.25.188,D4699556
T100973,2023-08-22T00:31:30.854870,ACC117634,ACC619326,5.4,payment,other,Sydney,pos,False,,,-0.92,2,0.71,ACH,229.71.206.210,D3181520
T100974,2023-08-07T02:41:35.541693,ACC120407,ACC682446,875.31,deposit,other,Singapore,pos,False,,,1.28,20,0.07,card,134.11.203.134,D2126725
T100975,2023-12-21T09:48:05.339102,ACC312511,ACC575913,225.72,withdrawal,travel,Tokyo,atm,False,,,-0.15,6,0.2,wire_transfer,205.55.239.40,D8788907
T100976,2023-01-05T02:13:06.643921,ACC810968,ACC206594,68.65,deposit,entertainment,New York,pos,False,,,0.2,17,0.98,card,162.67.239.253,D6787556
T100977,2023-05-18T11:35:40.230013,ACC328855,ACC569226,1178.6,deposit,grocery,Sydney,atm,False,,,1.03,6,0.86,card,165.24.72.202,D5932778
T100978,2023-07-06T08:57:11.246585,ACC552103,ACC388769,41.92,transfer,retail,Berlin,pos,False,,,-0.78,13,0.47,ACH,55.72.237.255,D9613268
T100979,2023-03-04T08:59:14.537654,ACC178830,ACC114694,302.67,withdrawal,travel,Singapore,web,False,,,-1.72,7,0.26,card,214.87.174.251,D8347263
T100980,2023-03-27T21:39:11.320312,ACC966473,ACC342880,497.05,withdrawal,travel,Tokyo,atm,False,,,0.71,15,0.96,UPI,11.252.219.206,D2996404
T100981,2023-06-16T11:18:20.904271,ACC164056,ACC522218,115.47,payment,utilities,Dubai,web,False,,,0.13,12,0.76,card,192.73.43.87,D4027431
T100982,2023-03-24T04:26:09.405115,ACC443818,ACC806617,0.01,withdrawal,travel,Dubai,atm,False,,,0.21,15,0.94,card,135.207.76.37,D9771756
T100983,2023-08-26T22:24:10.024348,ACC176287,ACC698336,670.18,withdrawal,restaurant,Dubai,pos,False,,,-1.23,18,0.59,card,137.120.220.147,D1271225
T100984,2023-12-15T01:02:28.679004,ACC139623,ACC992204,27.88,transfer,retail,Berlin,pos,False,,,-0.83,5,0.3,wire_transfer,172.33.43.145,D6817992
T100985,2023-06-15T15:19:32.338316,ACC632188,ACC580127,811.22,deposit,other,London,atm,False,,,-0.04,8,0.9,ACH,205.229.199.244,D4288145
T100986,2023-07-17T17:00:21.913256,ACC295833,ACC127491,65.8,payment,grocery,Dubai,mobile,False,,,-0.28,15,0.49,card,252.196.76.223,D9486008
T100987,2023-07-01T15:42:01.649151,ACC977705,ACC974604,94.61,withdrawal,restaurant,Berlin,pos,False,,,-1.45,18,0.32,card,0.204.95.121,D7185439
T100988,2023-01-20T06:23:56.028437,ACC131350,ACC795803,23.74,transfer,online,Dubai,atm,False,,,-0.23,4,0.17,UPI,90.175.191.137,D5214532
T100989,2023-03-09T07:11:27.280437,ACC512272,ACC583064,17.12,payment,utilities,Tokyo,atm,False,,,-0.11,6,0.64,wire_transfer,68.137.200.113,D4264306
T100990,2023-07-20T02:33:18.335349,ACC208110,ACC456710,77.22,payment,entertainment,Sydney,mobile,False,,,0.66,16,0.18,wire_transfer,175.199.85.87,D7772146
T100991,2023-12-12T14:31:37.557326,ACC828338,ACC333067,15.77,transfer,restaurant,London,web,False,,,1.56,18,0.71,card,189.187.13.250,D9706284
T100992,2023-04-07T10:33:37.193936,ACC991417,ACC685823,17.64,transfer,retail,Toronto,pos,False,,,0.32,7,0.31,wire_transfer,61.38.57.246,D9124351
T100993,2023-03-02T09:46:42.364113,ACC646877,ACC973489,10.62,transfer,utilities,Sydney,mobile,False,,,-0.64,12,0.21,card,157.45.166.150,D8611432
T100994,2023-02-09T15:53:53.711274,ACC312123,ACC212430,562.84,withdrawal,entertainment,Toronto,web,False,,,-1.91,17,0.1,UPI,218.229.162.23,D1269387
T100995,2023-12-17T15:50:59.446208,ACC987729,ACC256957,2130.27,deposit,grocery,London,mobile,False,,,0.29,6,0.46,wire_transfer,62.242.30.67,D9019741
T100996,2023-01-03T21:55:27.779065,ACC236079,ACC346425,16.59,transfer,online,Tokyo,web,False,,,-2.07,14,0.42,wire_transfer,166.212.230.226,D5689870
T100997,2023-04-20T05:10:31.897017,ACC244933,ACC616645,16.06,transfer,restaurant,Sydney,atm,False,,,-0.78,12,0.8,UPI,162.147.91.65,D6109362
T100998,2023-12-16T19:07:29.463290,ACC187008,ACC951881,190.31,payment,restaurant,New York,web,False,,,0.22,10,0.37,card,117.118.37.121,D3199961
T100999,2023-08-23T16:37:06.137292,ACC938139,ACC441813,42.08,transfer,travel,Berlin,mobile,False,,,-0.2,11,0.48,wire_transfer,104.217.93.51,D5763210
T101000,2023-04-22T08:34:43.978853,ACC650284,ACC746875,6.77,payment,online,Singapore,web,False,,,1.49,8,0.42,UPI,225.149.211.76,D1106793
T101001,2023-02-18T00:29:32.166630,ACC874633,ACC837866,240.99,withdrawal,restaurant,Sydney,web,False,,,-0.35,17,0.22,card,88.54.68.97,D2055548
T101002,2023-02-16T21:20:52.334804,ACC250169,ACC982027,309.83,deposit,grocery,London,mobile,False,,,-0.15,17,0.24,UPI,134.250.81.104,D8770973
T101003,2023-05-07T15:15:43.886417,ACC273077,ACC904189,3.64,payment,online,London,pos,False,,,-2.08,6,0.9,ACH,245.237.164.133,D7093273
T101004,2023-07-25T11:28:54.507187,ACC607336,ACC242256,3.11,payment,entertainment,New York,atm,False,,,-0.88,15,0.38,ACH,123.52.200.27,D4047623
T101005,2023-09-20T07:12:44.679399,ACC776772,ACC591543,374.96,withdrawal,travel,Singapore,web,False,,,-0.81,15,0.79,ACH,111.95.14.166,D4049917
T101006,2023-03-05T17:29:03.236075,ACC694411,ACC744674,39.99,withdrawal,online,Tokyo,mobile,False,,,0.45,19,0.08,UPI,155.120.73.121,D3794477
T101007,2023-04-30T02:53:52.847940,ACC836593,ACC356399,196.16,withdrawal,restaurant,Sydney,atm,False,,,-1.39,4,0.49,UPI,237.252.112.82,D7594818
T101008,2023-04-16T19:01:22.342017,ACC698782,ACC448781,76.99,transfer,grocery,Singapore,mobile,False,,,1.07,19,0.44,ACH,95.89.225.35,D3719411
T101009,2023-01-21T12:37:57.713134,ACC799107,ACC724842,54.11,payment,other,London,web,False,,,-0.85,11,0.14,UPI,124.66.76.14,D2653502
T101010,2023-02-19T15:06:53.021262,ACC516422,ACC864624,1765.01,deposit,utilities,Tokyo,mobile,False,,,-0.12,20,0.81,card,238.224.178.107,D7244360
T101011,2023-09-02T00:58:03.513207,ACC293626,ACC348298,39.77,payment,retail,New York,web,False,,,1.27,9,0.98,card,120.198.41.164,D2836783
T101012,2023-06-18T10:28:53.044278,ACC975753,ACC270922,81.02,withdrawal,travel,New York,web,False,,,0.3,19,0.75,ACH,12.47.155.101,D9018984
T101013,2023-04-13T03:08:00.482954,ACC636221,ACC302219,886.37,deposit,utilities,New York,pos,False,,,-1.59,3,0.21,UPI,255.47.58.74,D7674303
T101014,2023-01-18T20:07:41.570503,ACC867301,ACC259160,289.85,deposit,utilities,Tokyo,mobile,False,,,-1.41,5,0.05,UPI,45.59.57.195,D7756122
T101015,2023-02-08T08:28:06.471492,ACC143884,ACC226832,399.98,deposit,other,Tokyo,atm,False,,,0.89,8,0.2,UPI,109.18.150.98,D8238505
T101016,2023-05-20T01:17:03.738747,ACC662192,ACC114060,119.22,withdrawal,other,Sydney,mobile,False,,,0.07,4,0.09,ACH,11.202.71.172,D1146669
T101017,2023-07-30T19:31:22.315083,ACC241174,ACC257420,43.06,transfer,online,Tokyo,mobile,False,,,-0.81,12,0.99,ACH,179.194.33.0,D4600695
T101018,2023-09-19T23:17:54.211044,ACC725163,ACC462009,341.49,withdrawal,other,New York,mobile,False,,,0.49,9,0.19,ACH,183.167.187.198,D6149685
T101019,2023-10-06T12:07:54.738508,ACC322311,ACC987454,1333.06,deposit,grocery,London,web,False,,,-0.1,5,0.99,card,27.216.63.185,D3717134
T101020,2023-06-25T15:45:35.907855,ACC618895,ACC391431,1401.09,deposit,entertainment,New York,pos,False,,,-1.81,1,0.41,card,66.64.144.54,D6744356
T101021,2023-04-27T19:15:07.403726,ACC967977,ACC817696,1323.51,deposit,utilities,Sydney,mobile,False,,,0.83,2,0.12,ACH,185.207.254.231,D7183513
T101022,2023-06-04T20:08:12.485951,ACC753164,ACC168034,15.13,transfer,other,Toronto,atm,False,,,-0.55,8,0.25,wire_transfer,54.70.128.236,D8284413
T101023,2023-01-02T00:55:57.122125,ACC681898,ACC162283,0.01,deposit,travel,New York,web,False,,,0.28,14,0.55,card,51.230.204.141,D2509625
T101024,2023-06-29T00:30:05.921513,ACC641358,ACC144693,1200.53,deposit,travel,Toronto,pos,False,,,0.15,4,0.97,card,31.237.43.100,D9528917
T101025,2023-01-17T01:52:02.902694,ACC206604,ACC358477,664.08,deposit,other,Berlin,atm,False,,,0.2,2,0.81,card,147.184.141.251,D6037133
T101026,2023-03-15T07:34:19.553531,ACC283480,ACC219753,740.86,withdrawal,retail,New York,pos,False,,,-1.15,12,0.45,ACH,219.129.254.15,D4431979
T101027,2023-02-13T23:32:53.652987,ACC449975,ACC308629,357.95,withdrawal,online,Tokyo,pos,False,,,1.61,14,0.89,wire_transfer,223.76.40.180,D2074992
T101028,2023-07-11T15:38:07.508740,ACC833455,ACC995221,43.19,payment,retail,New York,mobile,False,,,-0.86,10,0.97,wire_transfer,12.34.59.25,D8498264
T101029,2023-08-04T16:23:06.552241,ACC590061,ACC230362,15.19,transfer,retail,New York,atm,False,,,0.6,18,0.77,ACH,34.138.1.161,D5182400
T101030,2023-09-02T15:08:12.652755,ACC168974,ACC432048,424.37,withdrawal,retail,Sydney,mobile,False,,,-0.82,16,0.93,wire_transfer,202.252.114.33,D4333025
T101031,2023-06-19T16:03:01.298746,ACC818437,ACC226120,144.42,payment,online,Sydney,mobile,False,,,-1.07,13,0.96,UPI,76.110.248.146,D1823831
T101032,2023-06-27T18:47:14.668454,ACC379103,ACC360300,289.38,withdrawal,entertainment,Toronto,pos,False,,,0.37,17,0.67,ACH,148.58.228.7,D2123999
T101033,2023-09-18T00:37:30.550108,ACC273164,ACC551712,348.86,withdrawal,retail,Berlin,pos,False,,,1.48,17,0.46,card,87.54.45.210,D1921446
T101034,2023-11-04T20:24:01.342178,ACC797678,ACC791288,1640.57,deposit,grocery,London,mobile,False,,,-1.06,20,0.57,ACH,229.75.57.42,D8456747
T101035,2023-12-19T06:40:06.393930,ACC976903,ACC663611,19.93,transfer,retail,London,pos,False,,,1.14,10,0.54,wire_transfer,82.61.231.182,D9756805
T101036,2023-07-07T14:09:11.458419,ACC698828,ACC561744,37.73,transfer,other,New York,web,False,,,0.29,2,0.42,card,163.242.47.92,D4169456
T101037,2023-05-19T20:59:21.060967,ACC414106,ACC724616,44.99,payment,travel,London,web,False,,,-0.72,19,0.27,UPI,84.216.77.237,D7578422
T101038,2023-08-01T01:30:03.313468,ACC989121,ACC600313,1178.43,deposit,grocery,New York,atm,False,,,-0.18,3,0.79,ACH,216.57.181.218,D1738553
T101039,2023-07-01T03:33:14.311462,ACC773528,ACC360163,304.12,withdrawal,other,Sydney,web,False,,,-0.75,13,0.35,wire_transfer,235.203.93.149,D1757786
T101040,2023-11-20T11:33:46.927585,ACC836111,ACC770725,10.42,transfer,online,Dubai,web,False,,,0.97,9,0.45,wire_transfer,159.77.33.227,D1194871
T101041,2023-02-26T05:50:07.718706,ACC207174,ACC504682,329.34,withdrawal,entertainment,Toronto,web,False,,,-0.42,9,0.54,UPI,64.0.113.136,D9969470
T101042,2023-05-27T23:08:36.838784,ACC626184,ACC339025,1266.19,deposit,online,Tokyo,atm,False,,,-3.03,17,0.45,UPI,34.217.11.32,D2496223
T101043,2023-04-20T17:07:16.401601,ACC969999,ACC218432,363.55,withdrawal,restaurant,Tokyo,web,False,,,0.39,4,0.23,UPI,243.208.0.174,D4130299
T101044,2023-12-25T02:40:14.043741,ACC366875,ACC436821,1202.98,deposit,online,Toronto,mobile,False,,,-1.6,10,0.5,ACH,134.63.49.219,D6333203
T101045,2023-08-26T14:30:11.439206,ACC830872,ACC403198,20.6,transfer,retail,Dubai,pos,False,,,1.92,16,0.76,card,247.33.64.132,D1701806
T101046,2023-07-20T12:07:49.273590,ACC102990,ACC520169,11.29,payment,entertainment,London,atm,False,,,-0.97,4,0.79,card,167.94.201.192,D5446406
T101047,2023-07-20T01:12:56.013556,ACC795381,ACC664557,471.61,withdrawal,online,Singapore,atm,False,,,0.36,19,0.31,UPI,46.167.174.133,D6260591
T101048,2023-10-21T08:21:16.510176,ACC216020,ACC230145,209.35,withdrawal,entertainment,New York,pos,False,,,0.05,2,0.35,wire_transfer,36.242.40.216,D2037958
T101049,2023-03-25T16:07:35.162848,ACC663942,ACC889269,36.19,payment,utilities,Dubai,atm,False,,,2.3,14,0.98,ACH,64.51.133.167,D7247640
T101050,2023-08-08T07:33:57.949944,ACC609092,ACC108051,1911.93,deposit,retail,Sydney,web,False,,,-1.29,6,0.05,wire_transfer,192.192.140.222,D8236684
T101051,2023-07-01T15:07:48.723848,ACC442752,ACC927513,21.78,payment,grocery,Tokyo,mobile,False,,,-0.25,11,0.42,wire_transfer,186.250.226.174,D1489629
T101052,2023-07-28T20:48:03.268568,ACC905312,ACC434424,449.67,withdrawal,utilities,New York,pos,False,,,0.08,9,0.8,ACH,195.66.94.214,D6645656
T101053,2023-09-13T18:14:31.800470,ACC213664,ACC515750,88.36,transfer,restaurant,Berlin,mobile,False,,,1.74,14,0.16,card,95.60.89.77,D5934386
T101054,2023-03-08T15:56:42.083829,ACC548981,ACC601601,64.0,payment,grocery,Dubai,web,False,,,-0.75,4,0.08,wire_transfer,143.51.47.190,D9444987
T101055,2023-10-25T21:54:03.874616,ACC659319,ACC935591,64.31,payment,retail,New York,mobile,False,,,-0.65,16,0.59,card,202.246.253.65,D4286384
T101056,2023-11-16T10:39:38.682872,ACC705908,ACC724452,7.42,transfer,other,New York,atm,False,,,1.05,9,0.85,UPI,217.38.75.56,D3761930
T101057,2023-01-21T04:24:28.286332,ACC363432,ACC339922,101.52,payment,restaurant,Berlin,pos,False,,,1.19,19,0.73,wire_transfer,24.236.179.86,D7182333
T101058,2023-12-26T14:35:36.128614,ACC283320,ACC424809,258.11,withdrawal,travel,Berlin,atm,False,,,-1.08,9,0.05,wire_transfer,219.130.156.188,D5784978
T101059,2023-08-27T11:20:01.066077,ACC875702,ACC252716,148.7,withdrawal,travel,London,web,False,,,1.27,5,0.93,ACH,229.146.251.43,D8562332
T101060,2023-06-10T12:16:55.377427,ACC901276,ACC316300,110.72,withdrawal,grocery,Tokyo,pos,False,,,1.97,18,0.54,ACH,86.37.243.181,D1211654
T101061,2023-08-28T03:16:48.072097,ACC940115,ACC987928,824.21,deposit,online,Berlin,mobile,False,,,0.39,11,0.71,wire_transfer,99.16.197.117,D6452590
